filename,width,height,class,xmin,ymin,xmax,ymax
1192.JPG,256,256,grape_black_rot,5,12,231,235
2850.jpg,256,256,pepperbell_healthy,12,6,251,217
1411.JPG,256,256,grape_black_rot,19,7,234,256
1767.jpg,256,256,grape_healthy,12,8,238,236
2235.jpg,256,256,pepperbell_bacterial,17,7,239,252
806.JPG,256,256,apple_healthy,20,1,230,256
1598.jpg,256,256,grape_healthy,23,6,227,244
1421.JPG,256,256,grape_black_rot,14,14,239,246
976.JPG,256,256,grape_black_rot,26,36,231,226
2086.jpg,256,256,pepperbell_bacterial,6,9,249,246
1980.jpg,256,256,pepperbell_bacterial,16,3,248,256
2466.jpg,256,256,pepperbell_healthy,18,7,250,256
1671.jpg,256,256,grape_healthy,45,9,253,234
2772.jpg,256,256,pepperbell_healthy,10,12,254,253
99.JPG,256,256,apple_black_rot,19,16,225,196
421.JPG,256,256,apple_black_rot,52,6,253,197
2183.jpg,256,256,pepperbell_bacterial,13,9,247,256
443.JPG,256,256,apple_black_rot,6,4,250,185
324.JPG,256,256,apple_black_rot,27,9,226,177
1095.JPG,256,256,grape_black_rot,6,23,244,245
992.JPG,256,256,grape_black_rot,7,31,240,248
2598.jpg,256,256,pepperbell_healthy,13,2,236,227
2677.jpg,256,256,pepperbell_healthy,14,8,244,256
989.JPG,256,256,grape_black_rot,11,16,256,252
931.JPG,256,256,apple_healthy,28,1,219,237
2310.jpg,256,256,pepperbell_bacterial,12,9,241,215
777.JPG,256,256,apple_healthy,8,19,220,256
819.JPG,256,256,apple_healthy,8,16,224,221
648.JPG,256,256,apple_healthy,39,6,220,233
1352.JPG,256,256,grape_black_rot,9,10,237,231
1769.jpg,256,256,grape_healthy,12,7,245,251
2384.jpg,256,256,pepperbell_bacterial,13,10,232,250
658.JPG,256,256,apple_healthy,21,25,204,233
463.JPG,256,256,apple_black_rot,14,8,247,187
2701.jpg,256,256,pepperbell_healthy,22,21,219,229
131.JPG,256,256,apple_black_rot,23,12,233,209
2102.jpg,256,256,pepperbell_bacterial,8,2,239,239
1788.jpg,256,256,grape_healthy,9,10,238,244
1880.jpg,256,256,grape_healthy,27,13,236,232
513.JPG,256,256,apple_healthy,70,13,216,256
980.JPG,256,256,grape_black_rot,19,17,241,237
148.JPG,256,256,apple_black_rot,58,5,245,185
2480.jpg,256,256,pepperbell_healthy,38,4,231,234
2726.jpg,256,256,pepperbell_healthy,19,7,250,234
850.JPG,256,256,apple_healthy,17,27,239,222
352.JPG,256,256,apple_black_rot,27,5,245,211
1176.JPG,256,256,grape_black_rot,15,2,239,246
1086.JPG,256,256,grape_black_rot,18,21,240,223
623.JPG,256,256,apple_healthy,39,19,212,202
2231.jpg,256,256,pepperbell_bacterial,17,4,245,251
2268.jpg,256,256,pepperbell_bacterial,7,4,244,246
1140.JPG,256,256,grape_black_rot,29,24,219,228
970.JPG,256,256,grape_black_rot,12,9,239,231
1676.jpg,256,256,grape_healthy,24,7,244,234
373.JPG,256,256,apple_black_rot,26,19,230,202
2045.jpg,256,256,pepperbell_bacterial,34,10,244,231
2361.jpg,256,256,pepperbell_bacterial,5,8,239,256
96.JPG,256,256,apple_black_rot,18,6,235,184
2196.jpg,256,256,pepperbell_bacterial,14,4,242,256
1359.JPG,256,256,grape_black_rot,20,9,246,238
308.JPG,256,256,apple_black_rot,22,13,213,169
2272.jpg,256,256,pepperbell_bacterial,18,3,246,240
1342.JPG,256,256,grape_black_rot,14,10,227,233
2146.jpg,256,256,pepperbell_bacterial,34,6,228,252
2727.jpg,256,256,pepperbell_healthy,4,9,246,256
2290.jpg,256,256,pepperbell_bacterial,16,4,241,248
1206.JPG,256,256,grape_black_rot,14,5,244,239
817.JPG,256,256,apple_healthy,40,20,216,173
2553.jpg,256,256,pepperbell_healthy,4,7,239,245
2467.jpg,256,256,pepperbell_healthy,6,7,240,256
883.JPG,256,256,apple_healthy,7,24,232,196
2317.jpg,256,256,pepperbell_bacterial,11,12,222,217
1691.jpg,256,256,grape_healthy,13,1,242,249
1667.jpg,256,256,grape_healthy,22,25,230,231
2105.jpg,256,256,pepperbell_bacterial,3,2,242,254
1170.JPG,256,256,grape_black_rot,42,8,227,234
927.JPG,256,256,apple_healthy,35,5,232,245
1009.JPG,256,256,grape_black_rot,27,16,233,229
294.JPG,256,256,apple_black_rot,44,3,256,190
2568.jpg,256,256,pepperbell_healthy,7,3,248,246
836.JPG,256,256,apple_healthy,15,9,248,216
2419.jpg,256,256,pepperbell_healthy,37,5,242,256
2187.jpg,256,256,pepperbell_bacterial,1,13,250,250
1754.jpg,256,256,grape_healthy,23,28,234,215
1644.jpg,256,256,grape_healthy,3,6,256,252
1866.jpg,256,256,grape_healthy,29,12,233,220
2156.jpg,256,256,pepperbell_bacterial,23,5,242,212
2449.jpg,256,256,pepperbell_healthy,33,10,246,252
1853.jpg,256,256,grape_healthy,7,9,238,251
631.JPG,256,256,apple_healthy,20,16,242,229
1707.jpg,256,256,grape_healthy,8,9,248,241
913.JPG,256,256,apple_healthy,16,21,227,229
1714.jpg,256,256,grape_healthy,9,12,232,241
2441.jpg,256,256,pepperbell_healthy,13,14,255,255
502.JPG,256,256,apple_healthy,20,15,240,220
2353.jpg,256,256,pepperbell_bacterial,5,19,244,256
1150.JPG,256,256,grape_black_rot,28,16,228,242
159.JPG,256,256,apple_black_rot,8,9,249,166
2019.jpg,256,256,pepperbell_bacterial,9,11,239,255
1858.jpg,256,256,grape_healthy,29,14,245,240
278.JPG,256,256,apple_black_rot,9,6,232,225
674.JPG,256,256,apple_healthy,27,27,231,218
186.JPG,256,256,apple_black_rot,8,7,226,214
2714.jpg,256,256,pepperbell_healthy,16,7,249,256
1309.JPG,256,256,grape_black_rot,13,4,225,235
204.JPG,256,256,apple_black_rot,15,10,252,216
198.JPG,256,256,apple_black_rot,33,6,251,174
483.JPG,256,256,apple_healthy,33,8,224,237
1491.jpg,256,256,grape_healthy,6,8,233,247
625.JPG,256,256,apple_healthy,40,8,211,192
428.JPG,256,256,apple_black_rot,39,8,245,195
504.JPG,256,256,apple_healthy,19,27,219,225
2051.jpg,256,256,pepperbell_bacterial,8,15,229,254
1113.JPG,256,256,grape_black_rot,29,16,244,243
183.JPG,256,256,apple_black_rot,15,14,245,168
1201.JPG,256,256,grape_black_rot,10,7,256,253
845.JPG,256,256,apple_healthy,31,15,231,236
2462.jpg,256,256,pepperbell_healthy,9,18,239,256
1224.JPG,256,256,grape_black_rot,21,22,246,237
787.JPG,256,256,apple_healthy,55,23,222,182
2304.jpg,256,256,pepperbell_bacterial,8,4,239,249
751.JPG,256,256,apple_healthy,19,16,234,218
146.JPG,256,256,apple_black_rot,23,18,223,189
2576.jpg,256,256,pepperbell_healthy,17,8,243,241
1792.jpg,256,256,grape_healthy,9,5,248,252
388.JPG,256,256,apple_black_rot,7,10,250,232
1604.jpg,256,256,grape_healthy,11,18,239,250
1374.JPG,256,256,grape_black_rot,9,21,235,231
1541.jpg,256,256,grape_healthy,3,9,249,255
1958.jpg,256,256,pepperbell_bacterial,25,6,247,252
475.JPG,256,256,apple_black_rot,26,18,233,202
1884.jpg,256,256,grape_healthy,41,28,249,256
2225.jpg,256,256,pepperbell_bacterial,26,5,223,254
1242.JPG,256,256,grape_black_rot,7,17,251,240
2806.jpg,256,256,pepperbell_healthy,9,6,241,243
1010.JPG,256,256,grape_black_rot,17,8,239,233
654.JPG,256,256,apple_healthy,17,17,237,235
925.JPG,256,256,apple_healthy,41,7,235,248
1162.JPG,256,256,grape_black_rot,29,4,233,246
800.JPG,256,256,apple_healthy,6,27,216,213
1844.jpg,256,256,grape_healthy,10,2,246,249
1369.JPG,256,256,grape_black_rot,16,23,239,236
1100.JPG,256,256,grape_black_rot,29,18,224,242
327.JPG,256,256,apple_black_rot,17,3,242,202
926.JPG,256,256,apple_healthy,18,18,238,226
1717.jpg,256,256,grape_healthy,21,3,240,246
1840.jpg,256,256,grape_healthy,26,5,236,241
1177.JPG,256,256,grape_black_rot,17,10,253,236
1158.JPG,256,256,grape_black_rot,4,4,245,241
2549.jpg,256,256,pepperbell_healthy,15,15,240,214
2173.jpg,256,256,pepperbell_bacterial,19,1,250,242
2771.jpg,256,256,pepperbell_healthy,26,14,238,256
1020.JPG,256,256,grape_black_rot,16,17,240,256
824.JPG,256,256,apple_healthy,25,9,224,241
472.JPG,256,256,apple_black_rot,21,17,213,237
608.JPG,256,256,apple_healthy,35,28,232,233
1025.JPG,256,256,grape_black_rot,28,5,231,237
291.JPG,256,256,apple_black_rot,21,9,234,202
1625.jpg,256,256,grape_healthy,9,2,253,256
1484.jpg,256,256,grape_healthy,21,3,228,244
2744.jpg,256,256,pepperbell_healthy,20,23,236,251
326.JPG,256,256,apple_black_rot,18,13,243,256
315.JPG,256,256,apple_black_rot,16,4,220,204
310.JPG,256,256,apple_black_rot,11,7,247,213
1087.JPG,256,256,grape_black_rot,23,20,220,226
2387.jpg,256,256,pepperbell_bacterial,5,4,243,256
2032.jpg,256,256,pepperbell_bacterial,13,8,244,215
202.JPG,256,256,apple_black_rot,7,7,214,179
2046.jpg,256,256,pepperbell_bacterial,16,12,246,247
1034.JPG,256,256,grape_black_rot,29,12,228,238
1220.JPG,256,256,grape_black_rot,5,22,239,242
1217.JPG,256,256,grape_black_rot,17,7,224,251
1807.jpg,256,256,grape_healthy,16,19,248,216
2862.jpg,256,256,pepperbell_healthy,16,1,255,241
2093.jpg,256,256,pepperbell_bacterial,12,19,246,249
1935.jpg,256,256,pepperbell_bacterial,28,8,249,234
1474.jpg,256,256,grape_healthy,21,2,246,247
1449.jpg,256,256,grape_healthy,13,18,237,239
1829.jpg,256,256,grape_healthy,21,20,236,244
2215.jpg,256,256,pepperbell_bacterial,6,11,242,252
11.JPG,256,256,apple_black_rot,9,8,235,169
1135.JPG,256,256,grape_black_rot,19,14,239,255
2461.jpg,256,256,pepperbell_healthy,29,9,237,256
628.JPG,256,256,apple_healthy,36,9,212,225
2745.jpg,256,256,pepperbell_healthy,10,1,232,146
1278.JPG,256,256,grape_black_rot,24,11,248,242
13.JPG,256,256,apple_black_rot,23,16,233,174
768.JPG,256,256,apple_healthy,14,17,250,247
2368.jpg,256,256,pepperbell_bacterial,13,5,244,251
645.JPG,256,256,apple_healthy,63,15,227,233
2665.jpg,256,256,pepperbell_healthy,9,7,252,256
250.JPG,256,256,apple_black_rot,18,17,234,196
1776.jpg,256,256,grape_healthy,6,8,236,232
114.JPG,256,256,apple_black_rot,18,4,253,190
81.JPG,256,256,apple_black_rot,30,9,235,201
553.JPG,256,256,apple_healthy,32,6,204,223
464.JPG,256,256,apple_black_rot,20,19,222,166
2218.jpg,256,256,pepperbell_bacterial,12,1,249,242
1947.jpg,256,256,pepperbell_bacterial,18,9,228,256
2571.jpg,256,256,pepperbell_healthy,17,1,252,239
2024.jpg,256,256,pepperbell_bacterial,6,9,248,214
1367.JPG,256,256,grape_black_rot,16,7,236,238
434.JPG,256,256,apple_black_rot,15,12,238,229
2206.jpg,256,256,pepperbell_bacterial,42,4,246,252
519.JPG,256,256,apple_healthy,26,11,239,227
2859.jpg,256,256,pepperbell_healthy,4,4,252,251
215.JPG,256,256,apple_black_rot,5,3,200,189
1629.jpg,256,256,grape_healthy,10,23,241,249
2072.jpg,256,256,pepperbell_bacterial,16,2,241,248
632.JPG,256,256,apple_healthy,34,19,237,256
1230.JPG,256,256,grape_black_rot,26,22,231,248
470.JPG,256,256,apple_black_rot,60,4,245,228
173.JPG,256,256,apple_black_rot,8,6,253,186
1210.JPG,256,256,grape_black_rot,10,16,231,237
1130.JPG,256,256,grape_black_rot,7,17,252,249
962.JPG,256,256,grape_black_rot,45,10,225,240
790.JPG,256,256,apple_healthy,24,13,237,219
133.JPG,256,256,apple_black_rot,8,5,253,209
153.JPG,256,256,apple_black_rot,24,13,233,228
1735.jpg,256,256,grape_healthy,14,15,243,230
1710.jpg,256,256,grape_healthy,31,22,227,238
1651.jpg,256,256,grape_healthy,4,6,256,250
1032.JPG,256,256,grape_black_rot,19,21,217,245
671.JPG,256,256,apple_healthy,24,9,230,249
1475.jpg,256,256,grape_healthy,15,1,252,243
2577.jpg,256,256,pepperbell_healthy,19,1,243,250
514.JPG,256,256,apple_healthy,26,19,228,236
2064.jpg,256,256,pepperbell_bacterial,30,6,234,247
1968.jpg,256,256,pepperbell_bacterial,56,11,222,248
2729.jpg,256,256,pepperbell_healthy,50,19,241,250
2357.jpg,256,256,pepperbell_bacterial,2,6,247,254
1924.jpg,256,256,pepperbell_bacterial,11,7,238,251
1950.jpg,256,256,pepperbell_bacterial,7,11,234,247
1889.jpg,256,256,grape_healthy,9,15,253,246
884.JPG,256,256,apple_healthy,17,9,246,236
2835.jpg,256,256,pepperbell_healthy,5,16,239,246
2074.jpg,256,256,pepperbell_bacterial,4,5,256,255
808.JPG,256,256,apple_healthy,15,1,235,242
1641.jpg,256,256,grape_healthy,15,24,249,234
737.JPG,256,256,apple_healthy,18,13,237,215
1232.JPG,256,256,grape_black_rot,19,5,256,246
661.JPG,256,256,apple_healthy,31,16,208,241
2031.jpg,256,256,pepperbell_bacterial,11,7,248,245
1336.JPG,256,256,grape_black_rot,22,15,241,247
41.JPG,256,256,apple_black_rot,9,5,240,203
2860.jpg,256,256,pepperbell_healthy,19,4,238,256
1904.jpg,256,256,grape_healthy,14,12,232,225
1664.jpg,256,256,grape_healthy,15,11,242,236
1394.JPG,256,256,grape_black_rot,20,22,239,224
2324.jpg,256,256,pepperbell_bacterial,49,1,252,163
90.JPG,256,256,apple_black_rot,22,12,227,177
1029.JPG,256,256,grape_black_rot,13,6,237,239
233.JPG,256,256,apple_black_rot,23,16,231,246
1723.jpg,256,256,grape_healthy,26,17,245,245
2276.jpg,256,256,pepperbell_bacterial,14,6,239,249
2595.jpg,256,256,pepperbell_healthy,21,2,240,256
1190.JPG,256,256,grape_black_rot,23,4,248,248
752.JPG,256,256,apple_healthy,22,11,249,242
2405.jpg,256,256,pepperbell_healthy,7,10,228,256
2706.jpg,256,256,pepperbell_healthy,17,16,235,219
1440.JPG,256,256,grape_black_rot,15,16,250,251
2059.jpg,256,256,pepperbell_bacterial,6,8,250,256
692.JPG,256,256,apple_healthy,26,14,227,245
782.JPG,256,256,apple_healthy,21,19,235,232
762.JPG,256,256,apple_healthy,32,1,212,247
2326.jpg,256,256,pepperbell_bacterial,20,10,246,249
486.JPG,256,256,apple_healthy,31,8,240,256
1281.JPG,256,256,grape_black_rot,18,29,244,232
2164.jpg,256,256,pepperbell_bacterial,24,5,240,255
2561.jpg,256,256,pepperbell_healthy,15,1,244,256
1594.jpg,256,256,grape_healthy,23,11,242,250
1867.jpg,256,256,grape_healthy,9,4,251,249
512.JPG,256,256,apple_healthy,27,17,200,256
1964.jpg,256,256,pepperbell_bacterial,14,4,238,240
2852.jpg,256,256,pepperbell_healthy,21,4,229,239
2398.jpg,256,256,pepperbell_bacterial,15,5,247,252
1328.JPG,256,256,grape_black_rot,16,21,242,226
2482.jpg,256,256,pepperbell_healthy,8,5,244,255
115.JPG,256,256,apple_black_rot,22,19,238,180
1387.JPG,256,256,grape_black_rot,17,6,230,237
217.JPG,256,256,apple_black_rot,20,4,246,193
6.JPG,256,256,apple_black_rot,15,14,238,238
1621.jpg,256,256,grape_healthy,4,1,231,245
1709.jpg,256,256,grape_healthy,21,15,237,232
1183.JPG,256,256,grape_black_rot,27,9,240,244
2679.jpg,256,256,pepperbell_healthy,7,6,237,256
2584.jpg,256,256,pepperbell_healthy,13,3,235,246
442.JPG,256,256,apple_black_rot,19,15,236,180
1181.JPG,256,256,grape_black_rot,14,12,229,227
639.JPG,256,256,apple_healthy,47,1,227,256
2493.jpg,256,256,pepperbell_healthy,31,8,239,256
2560.jpg,256,256,pepperbell_healthy,1,5,252,256
2700.jpg,256,256,pepperbell_healthy,20,15,242,256
1040.JPG,256,256,grape_black_rot,22,21,248,256
1360.JPG,256,256,grape_black_rot,15,16,238,256
2193.jpg,256,256,pepperbell_bacterial,9,2,203,253
1945.jpg,256,256,pepperbell_bacterial,16,12,241,233
2608.jpg,256,256,pepperbell_healthy,8,22,242,244
1593.jpg,256,256,grape_healthy,10,16,245,249
1265.JPG,256,256,grape_black_rot,26,3,231,239
1420.JPG,256,256,grape_black_rot,16,24,234,247
92.JPG,256,256,apple_black_rot,27,13,241,195
82.JPG,256,256,apple_black_rot,24,15,243,224
113.JPG,256,256,apple_black_rot,21,15,236,200
1143.JPG,256,256,grape_black_rot,11,15,235,236
2613.jpg,256,256,pepperbell_healthy,26,5,247,255
2238.jpg,256,256,pepperbell_bacterial,20,9,249,250
2594.jpg,256,256,pepperbell_healthy,6,20,244,256
1870.jpg,256,256,grape_healthy,23,6,216,234
128.JPG,256,256,apple_black_rot,40,5,249,176
2880.jpg,256,256,pepperbell_healthy,26,2,238,256
1813.jpg,256,256,grape_healthy,10,3,252,254
1146.JPG,256,256,grape_black_rot,36,5,229,252
2809.jpg,256,256,pepperbell_healthy,11,5,250,256
476.JPG,256,256,apple_black_rot,15,10,232,235
998.JPG,256,256,grape_black_rot,21,15,249,237
1809.jpg,256,256,grape_healthy,23,9,239,242
1225.JPG,256,256,grape_black_rot,17,8,231,243
304.JPG,256,256,apple_black_rot,20,16,236,233
684.JPG,256,256,apple_healthy,2,1,251,247
1337.JPG,256,256,grape_black_rot,12,9,252,256
2676.jpg,256,256,pepperbell_healthy,18,9,237,256
2408.jpg,256,256,pepperbell_healthy,14,29,249,234
1240.JPG,256,256,grape_black_rot,24,15,247,256
1292.JPG,256,256,grape_black_rot,9,9,236,246
2875.jpg,256,256,pepperbell_healthy,7,8,252,256
338.JPG,256,256,apple_black_rot,15,9,247,191
2113.jpg,256,256,pepperbell_bacterial,26,16,233,249
1755.jpg,256,256,grape_healthy,10,2,231,247
2567.jpg,256,256,pepperbell_healthy,17,13,238,255
1728.jpg,256,256,grape_healthy,18,1,252,255
1304.JPG,256,256,grape_black_rot,22,20,231,237
2201.jpg,256,256,pepperbell_bacterial,33,3,234,247
265.JPG,256,256,apple_black_rot,20,12,238,238
2283.jpg,256,256,pepperbell_bacterial,17,8,244,222
1203.JPG,256,256,grape_black_rot,14,18,243,242
2586.jpg,256,256,pepperbell_healthy,9,1,231,256
617.JPG,256,256,apple_healthy,30,10,232,232
1919.jpg,256,256,grape_healthy,40,27,230,229
1911.jpg,256,256,grape_healthy,42,1,234,236
1111.JPG,256,256,grape_black_rot,17,9,251,238
1308.JPG,256,256,grape_black_rot,15,3,235,249
2163.jpg,256,256,pepperbell_bacterial,11,2,245,256
2781.jpg,256,256,pepperbell_healthy,12,5,256,254
2678.jpg,256,256,pepperbell_healthy,35,7,244,256
1214.JPG,256,256,grape_black_rot,19,24,243,229
929.JPG,256,256,apple_healthy,21,10,239,229
2635.jpg,256,256,pepperbell_healthy,12,11,237,233
2674.jpg,256,256,pepperbell_healthy,18,6,236,256
1198.JPG,256,256,grape_black_rot,12,22,245,248
2100.jpg,256,256,pepperbell_bacterial,9,9,242,247
1775.jpg,256,256,grape_healthy,18,1,230,243
1812.jpg,256,256,grape_healthy,22,7,219,247
1425.JPG,256,256,grape_black_rot,18,11,237,244
1033.JPG,256,256,grape_black_rot,19,9,245,241
844.JPG,256,256,apple_healthy,23,23,227,256
27.JPG,256,256,apple_black_rot,9,13,243,245
551.JPG,256,256,apple_healthy,24,1,230,256
431.JPG,256,256,apple_black_rot,20,14,230,236
154.JPG,256,256,apple_black_rot,6,4,249,247
664.JPG,256,256,apple_healthy,17,19,246,251
1733.jpg,256,256,grape_healthy,17,4,245,249
2354.jpg,256,256,pepperbell_bacterial,41,8,232,256
2867.jpg,256,256,pepperbell_healthy,23,5,224,256
887.JPG,256,256,apple_healthy,57,16,226,189
690.JPG,256,256,apple_healthy,19,39,231,230
1875.jpg,256,256,grape_healthy,30,8,219,252
1133.JPG,256,256,grape_black_rot,23,34,223,221
858.JPG,256,256,apple_healthy,45,14,235,230
165.JPG,256,256,apple_black_rot,6,9,246,225
607.JPG,256,256,apple_healthy,47,21,212,228
2211.jpg,256,256,pepperbell_bacterial,25,6,225,219
2275.jpg,256,256,pepperbell_bacterial,13,12,222,247
1443.jpg,256,256,grape_healthy,35,6,228,237
1006.JPG,256,256,grape_black_rot,11,7,245,239
1141.JPG,256,256,grape_black_rot,19,25,244,237
840.JPG,256,256,apple_healthy,32,7,214,198
1302.JPG,256,256,grape_black_rot,11,10,242,256
1284.JPG,256,256,grape_black_rot,28,17,249,229
1091.JPG,256,256,grape_black_rot,7,3,251,219
2601.jpg,256,256,pepperbell_healthy,16,1,241,243
158.JPG,256,256,apple_black_rot,21,14,245,224
1592.jpg,256,256,grape_healthy,13,27,243,238
2499.jpg,256,256,pepperbell_healthy,24,21,239,236
1249.JPG,256,256,grape_black_rot,14,11,235,256
2092.jpg,256,256,pepperbell_bacterial,16,21,218,253
2443.jpg,256,256,pepperbell_healthy,21,5,225,255
194.JPG,256,256,apple_black_rot,21,15,235,211
346.JPG,256,256,apple_black_rot,20,28,236,222
439.JPG,256,256,apple_black_rot,27,13,242,192
2498.jpg,256,256,pepperbell_healthy,13,8,244,222
2142.jpg,256,256,pepperbell_bacterial,24,18,242,251
979.JPG,256,256,grape_black_rot,9,7,245,241
821.JPG,256,256,apple_healthy,30,18,233,215
2292.jpg,256,256,pepperbell_bacterial,10,1,238,253
2335.jpg,256,256,pepperbell_bacterial,16,2,244,226
657.JPG,256,256,apple_healthy,46,8,228,185
2572.jpg,256,256,pepperbell_healthy,29,14,220,241
2463.jpg,256,256,pepperbell_healthy,19,1,251,256
2508.jpg,256,256,pepperbell_healthy,16,17,225,232
757.JPG,256,256,apple_healthy,32,6,226,223
2373.jpg,256,256,pepperbell_bacterial,7,7,248,246
2258.jpg,256,256,pepperbell_bacterial,30,2,249,222
1445.jpg,256,256,grape_healthy,6,4,231,245
1016.JPG,256,256,grape_black_rot,15,9,250,243
554.JPG,256,256,apple_healthy,28,19,228,232
2559.jpg,256,256,pepperbell_healthy,6,11,232,254
1744.jpg,256,256,grape_healthy,29,19,240,226
1643.jpg,256,256,grape_healthy,20,6,235,239
1125.JPG,256,256,grape_black_rot,21,19,228,221
1766.jpg,256,256,grape_healthy,13,6,232,246
2743.jpg,256,256,pepperbell_healthy,13,7,241,250
152.JPG,256,256,apple_black_rot,15,6,244,222
1396.JPG,256,256,grape_black_rot,19,17,246,247
2633.jpg,256,256,pepperbell_healthy,16,11,241,238
2600.jpg,256,256,pepperbell_healthy,22,8,232,250
1326.JPG,256,256,grape_black_rot,25,5,246,244
1196.JPG,256,256,grape_black_rot,1,5,256,247
110.JPG,256,256,apple_black_rot,11,12,238,240
630.JPG,256,256,apple_healthy,18,1,228,241
1081.JPG,256,256,grape_black_rot,23,14,239,229
1427.JPG,256,256,grape_black_rot,11,18,243,256
185.JPG,256,256,apple_black_rot,40,3,252,212
1459.jpg,256,256,grape_healthy,14,8,252,236
2670.jpg,256,256,pepperbell_healthy,11,5,252,253
2798.jpg,256,256,pepperbell_healthy,19,10,241,240
846.JPG,256,256,apple_healthy,64,7,234,194
2107.jpg,256,256,pepperbell_bacterial,14,7,246,249
2836.jpg,256,256,pepperbell_healthy,16,5,248,256
1079.JPG,256,256,grape_black_rot,38,14,247,219
2777.jpg,256,256,pepperbell_healthy,15,3,237,256
1493.jpg,256,256,grape_healthy,27,8,251,234
1708.jpg,256,256,grape_healthy,25,7,247,244
2782.jpg,256,256,pepperbell_healthy,12,11,242,246
604.JPG,256,256,apple_healthy,34,2,247,256
1362.JPG,256,256,grape_black_rot,21,16,237,234
2048.jpg,256,256,pepperbell_bacterial,24,9,248,243
2340.jpg,256,256,pepperbell_bacterial,26,26,242,247
1465.jpg,256,256,grape_healthy,9,11,251,236
2468.jpg,256,256,pepperbell_healthy,12,6,250,256
2134.jpg,256,256,pepperbell_bacterial,4,9,252,236
2762.jpg,256,256,pepperbell_healthy,10,1,233,256
1887.jpg,256,256,grape_healthy,40,22,239,245
1344.JPG,256,256,grape_black_rot,6,5,250,231
947.JPG,256,256,apple_healthy,30,8,206,236
2355.jpg,256,256,pepperbell_bacterial,11,4,250,254
1864.jpg,256,256,grape_healthy,9,11,244,235
624.JPG,256,256,apple_healthy,33,15,233,204
84.JPG,256,256,apple_black_rot,21,14,232,188
2358.jpg,256,256,pepperbell_bacterial,15,6,237,256
1706.jpg,256,256,grape_healthy,15,1,252,242
1932.jpg,256,256,pepperbell_bacterial,29,9,216,256
1260.JPG,256,256,grape_black_rot,15,3,238,249
1645.jpg,256,256,grape_healthy,22,13,236,249
2198.jpg,256,256,pepperbell_bacterial,17,1,244,256
781.JPG,256,256,apple_healthy,91,15,245,200
725.JPG,256,256,apple_healthy,5,7,220,251
244.JPG,256,256,apple_black_rot,20,23,229,216
620.JPG,256,256,apple_healthy,38,22,202,220
77.JPG,256,256,apple_black_rot,8,10,245,199
873.JPG,256,256,apple_healthy,26,12,244,256
343.JPG,256,256,apple_black_rot,22,12,244,229
1351.JPG,256,256,grape_black_rot,22,41,231,256
129.JPG,256,256,apple_black_rot,17,14,233,240
2141.jpg,256,256,pepperbell_bacterial,11,7,230,221
2667.jpg,256,256,pepperbell_healthy,4,8,246,226
524.JPG,256,256,apple_healthy,40,45,256,251
461.JPG,256,256,apple_black_rot,32,18,242,212
773.JPG,256,256,apple_healthy,24,5,232,222
2169.jpg,256,256,pepperbell_bacterial,14,6,241,239
563.JPG,256,256,apple_healthy,38,37,229,238
1617.jpg,256,256,grape_healthy,27,17,247,240
1736.jpg,256,256,grape_healthy,24,8,236,244
1099.JPG,256,256,grape_black_rot,24,23,253,240
2130.jpg,256,256,pepperbell_bacterial,12,4,241,252
908.JPG,256,256,apple_healthy,17,6,232,222
2285.jpg,256,256,pepperbell_bacterial,9,7,244,249
1903.jpg,256,256,grape_healthy,11,16,227,233
1949.jpg,256,256,pepperbell_bacterial,14,14,249,249
386.JPG,256,256,apple_black_rot,9,6,249,200
1653.jpg,256,256,grape_healthy,19,1,238,236
1226.JPG,256,256,grape_black_rot,33,27,239,219
2805.jpg,256,256,pepperbell_healthy,6,14,240,256
1316.JPG,256,256,grape_black_rot,22,12,241,237
1975.jpg,256,256,pepperbell_bacterial,26,3,252,252
1463.jpg,256,256,grape_healthy,34,2,234,252
320.JPG,256,256,apple_black_rot,7,10,215,189
2564.jpg,256,256,pepperbell_healthy,23,6,248,256
2315.jpg,256,256,pepperbell_bacterial,19,5,249,256
2301.jpg,256,256,pepperbell_bacterial,12,6,247,256
1611.jpg,256,256,grape_healthy,21,17,239,247
928.JPG,256,256,apple_healthy,32,18,237,241
818.JPG,256,256,apple_healthy,44,11,223,205
334.JPG,256,256,apple_black_rot,23,15,240,208
1508.jpg,256,256,grape_healthy,11,17,256,240
2651.jpg,256,256,pepperbell_healthy,27,15,217,254
828.JPG,256,256,apple_healthy,8,4,205,235
2683.jpg,256,256,pepperbell_healthy,24,9,231,256
1612.jpg,256,256,grape_healthy,2,4,236,251
1784.jpg,256,256,grape_healthy,1,9,244,252
1894.jpg,256,256,grape_healthy,22,22,224,244
1019.JPG,256,256,grape_black_rot,18,17,247,238
906.JPG,256,256,apple_healthy,41,22,256,233
1883.jpg,256,256,grape_healthy,22,5,219,244
986.JPG,256,256,grape_black_rot,36,14,244,246
1881.jpg,256,256,grape_healthy,25,7,222,246
2663.jpg,256,256,pepperbell_healthy,37,11,226,256
2226.jpg,256,256,pepperbell_bacterial,17,8,235,251
1103.JPG,256,256,grape_black_rot,9,18,226,237
2790.jpg,256,256,pepperbell_healthy,11,10,234,239
93.JPG,256,256,apple_black_rot,19,8,252,205
163.JPG,256,256,apple_black_rot,30,9,253,246
2628.jpg,256,256,pepperbell_healthy,1,5,248,254
1487.jpg,256,256,grape_healthy,10,23,250,244
